taxon,true_label,reference_predicted_label,reference_predicted_probability,mean_absolute_probability_change_reference_class,probability_sd_reference_class,probability_interval_width_reference_class,classification_switching_rate,prediction_agreement_rate
hCoV-19/Scotland/QEUH-2D9AFCF/2021,BA.1,BA.1,1.0,0.0,0.0,0.0,0.0,1.0
hCoV-19/England/HSLL-1F7BAE2/2021,AY.4,AY.4,0.99333334,0.0046666623,0.00591335,0.020083308,0.0,1.0
hCoV-19/England/ALDP-1C5F8FC/2021,AY.4,AY.4,0.96666664,0.01946665,0.012858667,0.05008328,0.0,1.0
hCoV-19/USA/CA-CDC-QDX21612649/2021,B.1.429,B.1.429,0.9866667,0.02125001,0.015784802,0.05675,0.0,1.0
hCoV-19/England/BRBR-2040ED7/2021,AY.4,AY.4,0.93333334,0.016016653,0.012518588,0.046666622,0.0,1.0
hCoV-19/Wales/PLYM-1F85E52/2021,B.1.617.2,AY.4,0.51666665,0.03851667,0.044790003,0.16333336,0.04,0.96
hCoV-19/Turkey/HSGM-D3949/2021,B.1.617.2,B.1.617.2,1.0,0.0025999974,0.0030029586,0.00999999,0.0,1.0
hCoV-19/England/ALDP-1E4E30C/2021,AY.4,AY.4,0.7733333,0.02935,0.03627962,0.1303333,0.0,1.0
hCoV-19/England/OXON-F4A7E8/2021,B.1.1.7,B.1.1.7,0.99666667,0.0033166634,0.00023511205,0.0,0.0,1.0
hCoV-19/Denmark/DCGC-146730/2021,B.1.617.2,B.1.617.2,0.61333334,0.027499992,0.029715523,0.1135,0.0,1.0
hCoV-19/USA/NY-CDC-LC0042357/2021,B.1.617.1,B.1.617.1,0.30333334,0.0798,0.08543972,0.27341667,0.34,0.6599999999999999
hCoV-19/England/ALDP-114E3FA/2021,B.1.1.7,B.1.1.7,1.0,0.0,0.0,0.0,0.0,1.0
hCoV-19/Australia/NSW-ICPMR-7953/2021,B.1.617.2,B.1.617.2,0.93333334,0.014316657,0.017222386,0.06349999,0.0,1.0
hCoV-19/USA/PR-Yale-5924/2021,B.1.621,B.1.621,0.9266667,0.023349995,0.029161,0.10008329,0.0,1.0
hCoV-19/England/ALDP-1977ADD/2021,AY.4,AY.4,0.99666667,0.0028999972,0.0020066537,0.0066666603,0.0,1.0
hCoV-19/England/MILK-164A7DF/2021,B.1.617.2,B.1.617.2,0.95,0.02494999,0.02765517,0.10675001,0.0,1.0
hCoV-19/England/ALDP-115DE06/2021,B.1.1.7,B.1.1.7,0.96,0.013583342,0.017265698,0.06683332,0.0,1.0
hCoV-19/England/MILK-12A6C9A/2021,B.1.1.7,B.1.1.7,1.0,0.0010333323,0.0017123715,0.0034166574,0.0,1.0
hCoV-19/England/MILK-13629B0/2021,B.1.1.7,B.1.1.7,0.99,0.008999995,0.0073484695,0.030000031,0.0,1.0
hCoV-19/England/ALDP-1CFA671/2021,AY.4,AY.4,0.8566667,0.031916674,0.035375286,0.13016665,0.0,1.0
hCoV-19/England/MILK-1C5EE82/2021,AY.4,AY.4,0.7866667,0.022616668,0.028640373,0.12024993,0.0,1.0
hCoV-19/England/NEWC-2729936/2021,AY.4,AY.4,0.97,0.008116688,0.010311699,0.04008335,0.0,1.0
hCoV-19/Germany/BW-FR0806/2021,B.1.525,B.1.525,1.0,8.333325e-05,0.000520416,8.332729e-05,0.0,1.0
hCoV-19/FrenchGuiana/IPG2021861/2021,P.1,P.1,0.9766667,0.006433338,0.008023862,0.0266667,0.0,1.0
hCoV-19/England/MILK-2DA7BBC/2021,BA.1,BA.1,1.0,0.0,0.0,0.0,0.0,1.0
hCoV-19/USA/WA-CDC-UW21062151280/2021,P.1,P.1,1.0,0.0014999986,0.0036780091,0.013333321,0.0,1.0
hCoV-19/Denmark/DCGC-147734/2021,B.1.617.2,B.1.617.2,0.93333334,0.011766658,0.015100066,0.06008333,0.0,1.0
hCoV-19/USA/CA-CDC-QDX24125485/2021,B.1.427,B.1.427,1.0,0.0008833331,0.009946955,0.0033333302,0.0,1.0
hCoV-19/England/QEUH-135D9D6/2021,B.1.1.7,B.1.1.7,1.0,0.0,0.0,0.0,0.0,1.0
hCoV-19/Brazil/RJ-FIOCRUZ-4858/2021,P.2,P.2,1.0,0.0015333318,0.002232087,0.0066666603,0.0,1.0
hCoV-19/USA/FL-CDC-QDX28697063/2021,B.1.617.2,AY.4,0.56333333,0.028683329,0.028124876,0.11341667,0.01,0.99
hCoV-19/USA/MI-MDHHS-SC24559/2021,B.1.1.7,B.1.1.7,0.9766667,0.011149989,0.0075260787,0.026749969,0.0,1.0
hCoV-19/England/QEUH-135D94F/2021,B.1.1.7,B.1.1.7,1.0,0.0014666653,0.0022271036,0.0066666603,0.0,1.0
hCoV-19/England/ALDP-168C23A/2021,AY.4,AY.4,0.29333332,0.03770001,0.035735697,0.14675,0.1,0.9
hCoV-19/Denmark/DCGC-147949/2021,B.1.617.2,B.1.617.2,0.88,0.021949999,0.027662246,0.1135,0.0,1.0
hCoV-19/Reunion/PIMIT_11881/2021,B.1.351,B.1.351,0.92,0.015016667,0.018308705,0.06674999,0.0,1.0
hCoV-19/Israel/CVL-3460/2021,A.23.1,A.23.1,0.5233333,0.06699998,0.034860037,0.14683336,0.0,1.0
hCoV-19/USA/FL-IVY-ZZX9LBO7/2021,B.1.621,B.1.621,0.93666667,0.04503334,0.018049287,0.06349999,0.0,1.0
hCoV-19/England/PLYM-1DA5A96/2021,AY.4,AY.4,0.9866667,0.0068166624,0.008206347,0.030000031,0.0,1.0
hCoV-19/Singapore/4694/2021,B.1.617.2,B.1.617.2,0.7966667,0.03003334,0.033247154,0.12683332,0.0,1.0
hCoV-19/USA/WA-S7265/2021,B.1.429,B.1.429,0.52,0.08463332,0.06909111,0.25416666,0.015,0.985
hCoV-19/France/HDF-100002648094/2021,B.1.525,B.1.525,0.99,0.011949998,0.017767943,0.06674999,0.0,1.0
hCoV-19/USA/PA-CDC-STM-000070161/2021,B.1.525,B.1.525,1.0,0.0018833316,0.002507265,0.0066666603,0.0,1.0
hCoV-19/Scotland/QEUH-1D05715/2021,B.1.617.2,B.1.617.2,0.99,0.0055333287,0.006616473,0.023333311,0.0,1.0
hCoV-19/Australia/NSW-ICPMR-5020/2021,B.1.617.2,B.1.617.2,0.99666667,0.012116657,0.0077092787,0.026666641,0.0,1.0
hCoV-19/Japan/IC-0496/2020,P.2,P.2,0.9533333,0.02096665,0.016916748,0.06349999,0.0,1.0
hCoV-19/England/QEUH-1C55D24/2021,B.1.617.2,AY.4,0.57,0.06441666,0.03613305,0.14666665,0.095,0.905
hCoV-19/Reunion/PIMIT_10771/2021,B.1.351,B.1.351,0.97,0.030933343,0.038864493,0.13024998,0.0,1.0
hCoV-19/England/MILK-1B035A6/2021,AY.4,AY.4,0.43333334,0.062133335,0.03903746,0.15016663,0.015,0.985
hCoV-19/Denmark/DCGC-161169/2021,B.1.617.2,B.1.617.2,0.9066667,0.019416671,0.023073984,0.08666664,0.0,1.0
hCoV-19/Germany/BY-RKI-I-160747/2021,B.1.351,B.1.351,0.9866667,0.013116672,0.013337081,0.05341667,0.0,1.0
hCoV-19/Belgium/MBLGPF62232728/2021,B.1.617.2,B.1.617.2,0.8233333,0.01938333,0.023237415,0.09008336,0.0,1.0
hCoV-19/England/MILK-10AEC85/2021,B.1.1.7,B.1.1.7,1.0,6.66666e-05,0.00046666618,0.0,0.0,1.0
hCoV-19/Scotland/QEUH-1C5FD93/2021,AY.4,AY.4,0.55333334,0.02441666,0.030827796,0.11683333,0.0,1.0
hCoV-19/Philippines/PH-PGC-05765/2021,P.3,B.1.351,0.20333333,0.020933332,0.026462363,0.10691665,0.135,0.865
hCoV-19/Switzerland/SG-CLM-08229028/2021,AY.4,B.1.617.2,0.54333335,0.061316647,0.03147305,0.12008333,0.0,1.0
hCoV-19/Germany/un-RKI-I-085569/2021,B.1.525,B.1.525,0.96666664,0.019633321,0.0146589335,0.05675,0.0,1.0
hCoV-19/Denmark/DCGC-138749/2021,AY.4,AY.4,0.43,0.0347,0.039436363,0.16000003,0.01,0.99
hCoV-19/England/MILK-14F516E/2021,B.1.617.1,B.1.617.1,0.9866667,0.033150002,0.03555737,0.110000014,0.0,1.0
hCoV-19/England/PLYM-18CB3B2/2021,B.1.617.2,B.1.617.2,0.95,0.0097833285,0.012004335,0.04675001,0.0,1.0
hCoV-19/England/OXON-F710CF/2021,B.1.1.7,B.1.1.7,1.0,0.0001666665,0.0007264825,0.0033333302,0.0,1.0
hCoV-19/England/QEUH-1A1061D/2021,AY.4,AY.4,0.93333334,0.012899992,0.01638681,0.06666666,0.0,1.0
hCoV-19/England/QEUH-D99209/2020,B.1.1.7,B.1.1.7,0.98,0.0061166645,0.00800623,0.030083358,0.0,1.0
hCoV-19/India/MH-IGIB-GSEQ_1591/2021,B.1.617.1,B.1.617.1,0.99333334,0.00831666,0.007579189,0.026666641,0.0,1.0
hCoV-19/Denmark/DCGC-169770/2021,B.1.617.2,B.1.617.2,0.65,0.04249998,0.026867494,0.09675002,0.0,1.0
hCoV-19/England/ALDP-166F75C/2021,AY.4,AY.4,0.81,0.030549997,0.030467464,0.10683328,0.0,1.0
hCoV-19/Brazil/PB-BA1200-250036714/2020,P.2,P.2,0.92,0.015266674,0.016962416,0.06666666,0.0,1.0
hCoV-19/England/OXON-F6B295/2021,B.1.1.7,B.1.1.7,1.0,0.0023666644,0.0028594844,0.00999999,0.0,1.0
hCoV-19/England/QEUH-12FD502/2021,B.1.1.7,B.1.1.7,1.0,0.0001333332,0.0006531967,0.0033333302,0.0,1.0
hCoV-19/USA/PA-CDC-2-4243283/2021,B.1.525,B.1.525,0.98,0.0063166637,0.0076007117,0.0266667,0.0,1.0
hCoV-19/SouthAfrica/NICD-N9190/2021,B.1.351,B.1.351,0.87666667,0.018183326,0.020396015,0.07999998,0.0,1.0
hCoV-19/Netherlands/NB-RIVM-13925/2021,B.1.351,B.1.351,0.94,0.011983323,0.014618007,0.053499937,0.0,1.0
hCoV-19/Ecuador/UEES-14949/2021,B.1.526,B.1.526,0.74333334,0.020983327,0.026172029,0.10341668,0.0,1.0
hCoV-19/Denmark/DCGC-147795/2021,B.1.617.2,B.1.617.2,0.97333336,0.021066701,0.013276709,0.05008334,0.0,1.0
hCoV-19/England/CAMC-BBC76D/2020,B.1.1.7,B.1.1.7,1.0,1.666665e-05,0.00023511203,0.0,0.0,1.0
hCoV-19/England/MILK-2D5774E/2021,BA.1,BA.1,1.0,0.00056666613,0.0012957181,0.0033333302,0.0,1.0
hCoV-19/Denmark/DCGC-55023/2021,B.1.525,B.1.525,0.99,0.038166665,0.07894594,0.21408331,0.0,1.0
hCoV-19/England/NEWC-1ED6DDE/2021,AY.4,AY.4,0.91333336,0.035483304,0.0122605795,0.04666668,0.0,1.0
hCoV-19/SouthKorea/KDCA11905/2021,B.1.617.2,B.1.617.2,0.7266667,0.028033348,0.030236548,0.11683333,0.0,1.0
hCoV-19/Scotland/QEUH-135D147/2021,B.1.1.7,B.1.1.7,1.0,0.00014999986,0.0006910131,0.0033333302,0.0,1.0
hCoV-19/England/MILK-1CFB3A6/2021,AY.4.2,AY.4.2,0.94,0.035183325,0.02301999,0.08674997,0.0,1.0
hCoV-19/England/ALDP-167A509/2021,AY.4,AY.4,0.94666666,0.021316664,0.026802734,0.100250006,0.0,1.0
hCoV-19/USA/NC-CDC-LC0061144/2021,B.1.526,B.1.526,0.86,0.029050011,0.027098952,0.11016667,0.0,1.0
hCoV-19/Wales/PHWC-PDXUC4/2021,AY.4,AY.4,0.47333333,0.04943333,0.06058698,0.22333336,0.065,0.935
hCoV-19/England/NORT-1BE3885/2021,AY.4,B.1.617.2,0.57,0.030533329,0.036223747,0.14341667,0.02,0.98
hCoV-19/Denmark/DCGC-127447/2021,B.1.617.2,B.1.617.2,0.88666666,0.032950006,0.03452123,0.13349998,0.0,1.0
hCoV-19/USA/FL-CDC-LC0056848/2021,B.1.351,B.1.351,0.91333336,0.015750013,0.01821306,0.06999999,0.0,1.0
hCoV-19/Israel/CVL-8548/2021,B.1.1.7,B.1.1.7,0.98,0.020816693,0.011961878,0.04666668,0.0,1.0
hCoV-19/England/CAMC-F99FA6/2021,B.1.1.7,B.1.1.7,0.9866667,0.011516668,0.010825787,0.04333335,0.0,1.0
hCoV-19/England/ALDP-1E4936B/2021,AY.4,AY.4,0.95,0.010833324,0.013096047,0.046833277,0.0,1.0
hCoV-19/SouthAfrica/NICD-N22061/2021,BA.1,BA.1,1.0,0.00021666646,0.0008217521,0.0033333302,0.0,1.0
hCoV-19/England/ALDP-12AB679/2021,B.1.1.7,B.1.1.7,0.8933333,0.018916685,0.016762855,0.06333333,0.0,1.0
hCoV-19/England/ALDP-1D57C9D/2021,AY.4,AY.4,0.95,0.012883334,0.014007056,0.05341667,0.0,1.0
hCoV-19/USA/OH-UHTL-176/2021,B.1.1.7,B.1.1.7,0.95666665,0.016433356,0.012266995,0.04341668,0.0,1.0
hCoV-19/England/ALDP-167B201/2021,AY.4,AY.4,0.9633333,0.010150027,0.010233279,0.04000002,0.0,1.0
hCoV-19/Cambodia/743643/2021,B.1.1.7,B.1.1.7,0.97333336,0.009900024,0.010619231,0.04341668,0.0,1.0
hCoV-19/England/ALDP-1DBF8DB/2021,AY.4,AY.4,0.82,0.02253333,0.027783368,0.10366666,0.0,1.0
hCoV-19/USA/AZ-ASU5958/2021,B.1.526,B.1.351,0.21333334,0.022416666,0.026729504,0.09666668,0.01,0.99
hCoV-19/USA/AL-ADPH-AL_4691554/2021,C.37,C.37,0.34666666,0.028833332,0.02941655,0.11674997,0.0,1.0
hCoV-19/England/PLYM-165A0E0/2021,B.1.617.2,B.1.617.2,0.98333335,0.0094666695,0.011312537,0.04008335,0.0,1.0
hCoV-19/Finland/10623/2021,B.1.617.2,B.1.617.2,0.96666664,0.020200003,0.023713477,0.08675003,0.0,1.0
hCoV-19/India/MH-ICMR-NIV-INSACOG-GSEQ-734/2021,B.1.617.3,B.1.617.3,0.93,0.15953334,0.17658788,0.45,0.0,1.0
hCoV-19/India/MH-ACTREC-026/2021,B.1.617.1,B.1.617.1,0.99333334,0.020816665,0.010996463,0.04008335,0.0,1.0
hCoV-19/Belgium/MBLGPF968091/2021,B.1.617.2,B.1.617.2,0.92,0.024733342,0.025959287,0.09699994,0.0,1.0
hCoV-19/USA/TX-CDC-QDX25890860/2021,P.1,P.1,0.96666664,0.011933334,0.011654236,0.043500006,0.0,1.0
hCoV-19/Scotland/QEUH-201E34C/2021,AY.4,AY.4,0.83,0.042450015,0.022090562,0.0834167,0.0,1.0
hCoV-19/USA/OH-UHTL-1012/2021,P.1,P.1,0.6933333,0.027233329,0.03307567,0.12341666,0.0,1.0
hCoV-19/USA/FL-CDC-ASC210001291/2021,P.2,P.2,0.9866667,0.009683332,0.009445742,0.03666669,0.0,1.0
hCoV-19/Denmark/DCGC-179135/2021,AY.4,AY.4,0.81666666,0.019666662,0.022810595,0.08041662,0.0,1.0
hCoV-19/USA/WA-Altius-ALTCOV-CPE7B5OXIGSDABBG/2021,B.1.429,B.1.429,1.0,0.0005333328,0.0013515411,0.0033333302,0.0,1.0
hCoV-19/USA/FL-Curative-079542/2021,B.1.526,B.1.526,0.6166667,0.087283336,0.08420172,0.30033332,0.0,1.0
hCoV-19/Brazil/PB-FIOCRUZ-29646/2020,P.2,P.2,0.99,0.011299997,0.008489933,0.030083358,0.0,1.0
hCoV-19/France/PAC-IHU-4123-N2/2021,B.1.525,B.1.525,0.87333333,0.06241667,0.025894951,0.10016668,0.0,1.0
hCoV-19/England/MILK-1D09465/2021,AY.4,AY.4,0.99666667,0.0025333308,0.0025595115,0.00999999,0.0,1.0
hCoV-19/England/ALDP-1438F65/2021,B.1.525,B.1.525,0.74,0.049216673,0.038695298,0.1600833,0.0,1.0
hCoV-19/USA/WA-CDC-UW21050653421/2021,B.1.429,B.1.429,0.99333334,0.033633333,0.046117295,0.1566667,0.0,1.0
hCoV-19/Botswana/R17B40_BHP_000470661/2021,B.1.351,B.1.351,0.55,0.037866674,0.044096246,0.16350001,0.0,1.0
hCoV-19/England/MILK-167F865/2021,B.1.1.7,B.1.1.7,0.99666667,0.002866664,0.0019504966,0.0066666603,0.0,1.0
hCoV-19/England/MILK-167A888/2021,B.1.617.2,B.1.617.2,0.88666666,0.013933327,0.01751428,0.07333338,0.0,1.0
hCoV-19/Scotland/QEUH-1662D0C/2021,AY.4,AY.4,1.0,6.66666e-05,0.00046666616,0.0,0.0,1.0
hCoV-19/Denmark/DCGC-147081/2021,B.1.617.2,B.1.617.2,0.9533333,0.0102499975,0.0125750955,0.050000012,0.0,1.0
hCoV-19/Germany/RP-RKI-I-144646/2021,B.1.525,B.1.525,1.0,0.00031666635,0.0010326601,0.0033333302,0.0,1.0
hCoV-19/USA/AK-PHL8756/2021,B.1.621,B.1.621,0.99333334,0.0037833296,0.0034630958,0.00999999,0.0,1.0
hCoV-19/England/ALDP-2038661/2021,B.1.617.2,B.1.617.2,0.79333335,0.03131668,0.030711556,0.116999984,0.0,1.0
hCoV-19/Denmark/DCGC-166894/2021,B.1.617.2,B.1.617.2,0.56666666,0.0296,0.027843433,0.10674995,0.0,1.0
hCoV-19/England/MILK-168300C/2021,AY.4,AY.4,1.0,0.009583324,0.0058966754,0.01999998,0.0,1.0
hCoV-19/England/OXON-F6E1E0/2021,B.1.1.7,B.1.1.7,0.99333334,0.0042166626,0.002970173,0.00999999,0.0,1.0
hCoV-19/Germany/NW-RKI-I-185890/2021,P.1,P.1,0.45,0.05521667,0.06394128,0.21708333,0.0,1.0
hCoV-19/Israel/HMO-VL-2643342/2021,B.1.1.7,B.1.1.7,0.74,0.04024999,0.025519488,0.09349996,0.0,1.0
hCoV-19/England/ALDP-2DD5766/2021,BA.1,BA.1,1.0,0.0,0.0,0.0,0.0,1.0
hCoV-19/Reunion/PIMIT_10463/2021,B.1.351,B.1.351,1.0,0.0038499963,0.0051971897,0.016749978,0.0,1.0
hCoV-19/Denmark/DCGC-68162/2021,B.1.525,B.1.525,1.0,0.0,0.0,0.0,0.0,1.0
hCoV-19/USA/WA-UW-21042008249/2021,B.1.429,B.1.429,1.0,0.006016661,0.007346177,0.020166636,0.0,1.0
hCoV-19/Uganda/UG208/2020,A.23.1,A.23.1,0.88666666,0.067733325,0.044018622,0.18333334,0.0,1.0
hCoV-19/Brazil/SP-IB_128240/2021,B.1.617.2,B.1.617.2,0.83,0.02721665,0.02269835,0.083583295,0.0,1.0
hCoV-19/England/ALDP-1F8EE4A/2021,AY.4,AY.4,0.8466667,0.019666664,0.021899039,0.08349997,0.0,1.0
hCoV-19/Scotland/QEUH-1E39FB5/2021,AY.4,AY.4,0.82,0.03311666,0.031053856,0.10675001,0.0,1.0
hCoV-19/England/LOND-12F335D/2020,B.1.1.7,B.1.1.7,0.33666667,0.038283333,0.046545174,0.16683331,0.0,1.0
hCoV-19/England/PLYM-1F85E25/2021,AY.4,AY.4,0.95666665,0.013283351,0.011950734,0.04666668,0.0,1.0
hCoV-19/SouthAfrica/NICD-N6642/2021,B.1.351,B.1.351,0.98333335,0.007316661,0.008521196,0.030166626,0.0,1.0
hCoV-19/Norway/OUS-02895/2021,B.1.1.7,B.1.1.7,1.0,0.0,0.0,0.0,0.0,1.0
hCoV-19/USA/AZ-CDC-QDX26158757/2021,P.1,P.1,0.9533333,0.012883323,0.013688096,0.05341667,0.0,1.0
hCoV-19/SouthAfrica/CERI-KRISP-K032217/2021,BA.1,BA.1,1.0,0.000666666,0.0016329915,0.0066666603,0.0,1.0
hCoV-19/England/HSLL-16736B2/2021,B.1.617.2,B.1.617.2,0.99666667,0.0022999977,0.003168593,0.00999999,0.0,1.0
hCoV-19/England/MILK-1AFA51C/2021,B.1.617.2,B.1.617.2,0.99666667,0.004299996,0.0047346195,0.01666665,0.0,1.0
hCoV-19/Scotland/QEUH-2D7B6FC/2021,BA.1,BA.1,1.0,1.666665e-05,0.00023511203,0.0,0.0,1.0
hCoV-19/Ecuador/NIC-INSPI-329963/2021,B.1.621,B.1.621,0.96,0.014016657,0.013634091,0.05008334,0.0,1.0
hCoV-19/England/ALDP-201A595/2021,AY.4,AY.4,0.97,0.0105500175,0.013375683,0.05008334,0.0,1.0
hCoV-19/Spain/MC-ISCIII-213233/2021,B.1.621,B.1.621,0.9766667,0.019666692,0.017428555,0.07341665,0.0,1.0
hCoV-19/England/ALDP-1A407F3/2021,AY.4,AY.4,0.74666667,0.05036667,0.043745782,0.16008335,0.0,1.0
hCoV-19/England/QEUH-1969E2D/2021,AY.4,AY.4,0.97,0.011749995,0.009563112,0.03675002,0.0,1.0
hCoV-19/Peru/PIU-INS-1352/2021,C.37,C.37,0.93,0.0195,0.016235633,0.06333333,0.0,1.0
hCoV-19/India/ML-1727400000077/2021,B.1.617.1,B.1.617.1,0.72333336,0.035533357,0.028819185,0.11341667,0.0,1.0
hCoV-19/England/ALDP-1090F14/2021,B.1.1.7,B.1.1.7,1.0,0.0,0.0,0.0,0.0,1.0
hCoV-19/England/HSLL-1C66449/2021,AY.4,AY.4,0.97,0.008733353,0.010929078,0.04333335,0.0,1.0
hCoV-19/Rwanda/AV76478RD/2020,A.23.1,A.23.1,0.33333334,0.09506668,0.060592663,0.22008333,0.26,0.74
hCoV-19/England/QEUH-129F159/2021,B.1.1.7,B.1.1.7,0.98333335,0.0074833278,0.008512716,0.03333336,0.0,1.0
hCoV-19/Germany/NW-RKI-I-278041/2021,B.1.617.2,B.1.617.2,0.99,0.008233327,0.007814799,0.030000031,0.0,1.0
hCoV-19/India/WB-1931300251418/2021,B.1.617.1,B.1.617.1,0.99666667,0.0049833287,0.0051787714,0.01999998,0.0,1.0
hCoV-19/England/ALDP-2DB96C5/2021,BA.1,BA.1,1.0,0.00048333287,0.0012648002,0.0033333302,0.0,1.0
hCoV-19/England/MILK-18D3CCB/2021,B.1.617.2,AY.4,0.32333332,0.048716675,0.050779037,0.18008333,0.33,0.6699999999999999
hCoV-19/Wales/PHWC-PDXWEB/2021,AY.4,AY.4,0.5833333,0.029566668,0.035760004,0.14016664,0.0,1.0
hCoV-19/USA/CA-SEARCH-7957/2021,B.1.429,B.1.429,0.9166667,0.016749991,0.018079443,0.07333332,0.0,1.0
hCoV-19/England/ALDP-1ED9BD1/2021,AY.4,AY.4,0.75333333,0.030883327,0.033026922,0.12008333,0.0,1.0
hCoV-19/England/ALDP-1F7FF1C/2021,AY.4,AY.4,0.7733333,0.02038334,0.025696946,0.09674996,0.0,1.0
hCoV-19/England/QEUH-11B5FFA/2021,B.1.1.7,B.1.1.7,1.0,0.0016499985,0.0023569614,0.0066666603,0.0,1.0
hCoV-19/England/MILK-167A8C4/2021,B.1.617.2,B.1.617.2,0.9266667,0.014816654,0.014962675,0.05341661,0.0,1.0
hCoV-19/England/ALDP-115C2FC/2021,B.1.1.7,B.1.1.7,1.0,9.99999e-05,0.00056862354,0.0033333302,0.0,1.0
hCoV-19/USA/MA-CDCBI-CRSP_3RLHRXAPSBQFGXXO/2021,B.1.617.2,B.1.617.2,0.73333335,0.020500002,0.026213462,0.11341661,0.0,1.0
hCoV-19/England/MILK-1C59F1B/2021,AY.4,AY.4,0.92,0.015116656,0.016225409,0.06008333,0.0,1.0
hCoV-19/USA/VA-CDC-LC0403992/2021,BA.1,BA.1,0.44,0.03491667,0.035171133,0.13358328,0.0,1.0
hCoV-19/England/MILK-1362604/2021,B.1.1.7,B.1.1.7,1.0,0.00069999933,0.0014372027,0.0033333302,0.0,1.0
hCoV-19/USA/CA-SEARCH-15309/2021,B.1.429,B.1.429,1.0,0.0,0.0,0.0,0.0,1.0
hCoV-19/USA/WI-WSLH-214970/2021,C.37,C.37,0.94,0.03146666,0.040533807,0.14016664,0.0,1.0
hCoV-19/England/ALDP-1EF9ACF/2021,AY.4,AY.4,1.0,6.66666e-05,0.00046666618,0.0,0.0,1.0
hCoV-19/England/QEUH-D8A405/2020,B.1.1.7,B.1.1.7,1.0,1.666665e-05,0.00023511203,0.0,0.0,1.0
hCoV-19/Chile/RM-114836/2021,C.37,C.37,0.96666664,0.013766663,0.013342456,0.05008334,0.0,1.0
hCoV-19/Switzerland/SO-ETHZ-580376/2021,B.1.525,B.1.525,0.98333335,0.008583334,0.009628538,0.03666669,0.0,1.0
hCoV-19/England/ALDP-197809E/2021,AY.4,AY.4,0.99,0.0059333276,0.0040932153,0.013333321,0.0,1.0
hCoV-19/Portugal/PT8764/2021,P.1,P.1,0.35,0.04128332,0.030452034,0.12674999,0.0,1.0
hCoV-19/Denmark/DCGC-126666/2021,B.1.617.2,B.1.617.2,0.9633333,0.011550009,0.014525378,0.05341667,0.0,1.0
hCoV-19/England/QEUH-1D054F0/2021,AY.4,AY.4,0.85,0.03721664,0.015824655,0.06333333,0.0,1.0
hCoV-19/Ghana/WACCBIP-GS1095/2021,B.1.525,B.1.525,0.98,0.0075833364,0.009324393,0.03341669,0.0,1.0
hCoV-19/USA/CA-CDPH-2000048607/2021,B.1.351,B.1.351,0.96666664,0.03189998,0.025503177,0.09675002,0.0,1.0
hCoV-19/Netherlands/FL-RIVM-22339/2021,B.1.1.7,B.1.1.7,0.85,0.02281668,0.028662788,0.11675,0.0,1.0
hCoV-19/Colombia/ANT-CWOHC-VG-PSEC01456Z/2021,B.1.621,B.1.621,0.87666667,0.035366666,0.03494852,0.13341671,0.0,1.0
hCoV-19/FrenchGuiana/IPG2021869/2021,B.1.617.2,B.1.617.2,0.92333335,0.023383334,0.028817313,0.11016661,0.0,1.0
hCoV-19/USA/MA-CDCBI-CRSP_2CL5UCAEL5SGPMMV/2021,B.1.617.2,B.1.617.2,0.94,0.01956666,0.025023876,0.09675002,0.0,1.0
hCoV-19/England/PLYM-1674341/2021,AY.4,AY.4,1.0,0.0,0.0,0.0,0.0,1.0
hCoV-19/England/NORT-1BE48DF/2021,AY.4,AY.4,0.50666666,0.034733333,0.03640232,0.13016662,0.035,0.965
hCoV-19/Chile/BI-121230/2021,C.37,C.37,1.0,0.003666663,0.0037267765,0.013333321,0.0,1.0
hCoV-19/Denmark/DCGC-167040/2021,B.1.617.2,B.1.617.2,0.9,0.016316682,0.020288967,0.08666664,0.0,1.0
hCoV-19/Canada/AB-ABPHL-14909/2021,A.23.1,A.23.1,0.32666665,0.032016665,0.036742948,0.14008333,0.0,1.0
hCoV-19/England/PHEC-158888/2021,B.1.1.7,B.1.1.7,0.99666667,0.0024666644,0.0023084364,0.0066666603,0.0,1.0
hCoV-19/Peru/C02m40/2021,C.37,C.37,0.9633333,0.013249994,0.012664025,0.04675001,0.0,1.0
hCoV-19/England/MILK-1D9FC99/2021,B.1.617.2,B.1.617.2,0.9066667,0.016083336,0.01848777,0.07016665,0.0,1.0
hCoV-19/Argentina/INEI104800/2021,B.1.427,B.1.617.1,0.13,0.016966667,0.020893672,0.07025,0.6,0.4
hCoV-19/Mexico/YUC-INMEGEN-16-363/2021,P.1,P.1,0.94,0.023216667,0.010782701,0.04008335,0.0,1.0
hCoV-19/England/CAMC-BC16C2/2020,B.1.1.7,B.1.1.7,1.0,0.0,0.0,0.0,0.0,1.0
hCoV-19/USA/FL-CDC-QDX28697076/2021,B.1.617.2,B.1.617.2,0.86333334,0.025866676,0.022519227,0.08674997,0.0,1.0
hCoV-19/USA/MN-CDC-IBX328237266453/2021,B.1.427,B.1.427,0.99666667,0.010583328,0.012620959,0.04666668,0.0,1.0
hCoV-19/England/CAMC-BC2CDE/2020,B.1.1.7,B.1.1.7,1.0,0.0,0.0,0.0,0.0,1.0
hCoV-19/Denmark/DCGC-174945/2021,B.1.617.2,B.1.617.2,0.9866667,0.0059833275,0.005193982,0.01999998,0.0,1.0
hCoV-19/Spain/AS-232173939/2021,B.1.1.7,B.1.1.7,0.96666664,0.010066706,0.008695537,0.03675002,0.0,1.0
