taxon,true_label,reference_predicted_label,reference_predicted_probability,mean_absolute_probability_change_reference_class,probability_sd_reference_class,probability_interval_width_reference_class,classification_switching_rate,prediction_agreement_rate
hCoV-19/USA/TX-CDC-QDX22754465/2021,B.1.1.7,B.1.1.7,1.0,0.000333333,0.0010540915,0.0033333302,0.0,1.0
hCoV-19/Austria/CeMM2277/2021,B.1.1.7,B.1.1.7,1.0,0.00011666655,0.00061259855,0.0033333302,0.0,1.0
hCoV-19/England/CAMC-1293FC4/2021,B.1.1.7,B.1.1.7,1.0,0.0019166649,0.0029332833,0.00999999,0.0,1.0
hCoV-19/USA/CA-CDC-LC0083793/2021,P.1,P.1,0.23,0.06718333,0.082511544,0.33041668,0.6,0.4
hCoV-19/England/HSLL-167363A/2021,AY.4,AY.4,0.96666664,0.01608333,0.01613174,0.06674999,0.0,1.0
hCoV-19/England/MILK-18D3B82/2021,AY.4,AY.4,0.25666666,0.069466665,0.08333559,0.31008333,0.235,0.765
hCoV-19/Spain/CL-COV06040/2021,B.1.351,B.1.351,1.0,0.0,0.0,0.0,0.0,1.0
hCoV-19/England/MILK-1983F57/2021,B.1.617.2,AY.4,0.49666667,0.06293333,0.05899208,0.22341669,0.025,0.975
hCoV-19/England/ALDP-12AADA2/2021,B.1.1.7,B.1.1.7,1.0,0.0004999995,0.0013228745,0.0033333302,0.0,1.0
hCoV-19/USA/WA-CDC-QDX26257901/2021,P.1,P.1,0.92,0.018200003,0.022397026,0.07999998,0.0,1.0
hCoV-19/England/ALDP-16792D6/2021,AY.4,AY.4,0.43333334,0.07858334,0.08797683,0.30341667,0.32,0.6799999999999999
hCoV-19/England/ALDP-1F83EFA/2021,B.1.617.2,AY.4,0.50666666,0.047016665,0.05626321,0.20683333,0.215,0.785
hCoV-19/Denmark/DCGC-182613/2021,AY.4,B.1.617.2,0.52,0.062316656,0.05637905,0.22683328,0.14,0.86
hCoV-19/SriLanka/CDR149/2021,B.1.1.7,B.1.1.7,0.51,0.03731667,0.044318043,0.17666668,0.0,1.0
hCoV-19/USA/NM-UNM-EDB00177/2021,B.1.429,B.1.429,0.88666666,0.03066666,0.03578802,0.13674998,0.0,1.0
hCoV-19/USA/NV-CDC-FG-118946/2021,B.1.617.2,B.1.617.2,0.98333335,0.016816681,0.014951551,0.06008333,0.0,1.0
hCoV-19/Belgium/UGent-3170/2021,B.1.1.7,B.1.1.7,1.0,0.0001666665,0.0007264824,0.0033333302,0.0,1.0
hCoV-19/England/NEWC-1D0AE93/2021,B.1.617.2,B.1.617.2,0.67,0.045466676,0.050238807,0.18683332,0.0,1.0
hCoV-19/England/MILK-2D6AA12/2021,BA.1,BA.1,0.97333336,0.012766682,0.015660433,0.06008333,0.0,1.0
hCoV-19/Chile/AN-82009/2021,C.37,C.37,0.75666666,0.066199996,0.08536263,0.36349994,0.0,1.0
hCoV-19/Germany/HH-RKI-I-158957/2021,B.1.351,B.1.351,0.45666668,0.066366665,0.08267994,0.33041668,0.145,0.855
hCoV-19/Sweden/SE1410501029/2021,B.1.351,B.1.351,0.40666667,0.07103333,0.078278415,0.27716666,0.08,0.92
hCoV-19/England/MILK-165E547/2021,B.1.617.2,AY.4,0.45333335,0.07318333,0.0902627,0.36725,0.255,0.745
hCoV-19/USA/NC-CDC-MMB09517469/2021,B.1.621,B.1.621,0.68,0.1258,0.12414284,0.42691666,0.0,1.0
hCoV-19/Scotland/QEUH-1F89234/2021,AY.4,AY.4,0.93,0.030933335,0.031727646,0.123333335,0.0,1.0
hCoV-19/England/PORT-2D54BB/2020,B.1.1.7,B.1.1.7,0.68666667,0.052249998,0.060992237,0.21674997,0.0,1.0
hCoV-19/Denmark/DCGC-52186/2021,B.1.525,B.1.525,0.99333334,0.019850004,0.023701709,0.06999999,0.0,1.0
hCoV-19/Scotland/QEUH-20C4DCF/2021,B.1.617.2,B.1.617.2,0.49,0.04539999,0.04730834,0.18016666,0.045,0.955
hCoV-19/England/ALDP-201D32F/2021,B.1.617.2,AY.4,0.6533333,0.05871666,0.06739139,0.25025,0.005,0.995
hCoV-19/USA/NM-CDC-LC0067757/2021,B.1.526,B.1.526,0.95,0.032783322,0.02753704,0.11008328,0.0,1.0
hCoV-19/Peru/APU-INS-1147/2021,C.37,C.37,0.99666667,0.009583328,0.0099303,0.04000002,0.0,1.0
hCoV-19/England/ALDP-1A39F31/2021,AY.4,AY.4,0.53,0.04411666,0.047006495,0.1800833,0.14,0.86
hCoV-19/France/PDL-IPP12867/2021,B.1.525,B.1.525,0.99333334,0.009616664,0.019225094,0.050166667,0.0,1.0
hCoV-19/USA/GA-CDC-STM-000015553/2021,B.1.1.7,B.1.1.7,1.0,0.0025999974,0.0031650842,0.00999999,0.0,1.0
hCoV-19/England/BRBR-1BC875C/2021,AY.4,AY.4,0.8066667,0.030816669,0.03225468,0.13341671,0.0,1.0
hCoV-19/England/CAMC-1293313/2021,B.1.1.7,B.1.1.7,1.0,0.00048333287,0.001349793,0.0033333302,0.0,1.0
hCoV-19/USA/FL-CDC-QDX22061778/2021,B.1.1.7,B.1.1.7,1.0,0.0,0.0,0.0,0.0,1.0
hCoV-19/England/NEWC-1E4893D/2021,AY.4,AY.4,0.6,0.044133324,0.04678718,0.17683327,0.0,1.0
hCoV-19/England/QEUH-D98000/2020,B.1.1.7,B.1.1.7,1.0,0.0,0.0,0.0,0.0,1.0
hCoV-19/England/LOND-12ECCB6/2021,B.1.1.7,B.1.1.7,0.8433333,0.047216665,0.054396078,0.2134167,0.0,1.0
hCoV-19/USA/GA-CDC-STM-000073123/2021,B.1.526,B.1.526,0.98333335,0.008016666,0.010713326,0.03666669,0.0,1.0
hCoV-19/Belgium/ULG-22195/2021,BA.1,BA.1,1.0,9.99999e-05,0.00056862354,0.0033333302,0.0,1.0
hCoV-19/England/ALDP-19639C8/2021,AY.4,AY.4,0.63,0.05666667,0.03744939,0.15683329,0.0,1.0
hCoV-19/England/ALDP-1F96225/2021,AY.4,AY.4,0.67,0.03806667,0.0470954,0.17683333,0.0,1.0
hCoV-19/England/ALDP-1F7963B/2021,AY.4,AY.4,0.49666667,0.063899994,0.057046764,0.22716668,0.0,1.0
hCoV-19/Mayotte/IPP03200/2021,B.1.351,B.1.351,0.99333334,0.0048833294,0.0069716647,0.026666641,0.0,1.0
hCoV-19/England/MILK-1DA007B/2021,B.1.617.2,AY.4,0.6066667,0.049866658,0.04526872,0.17666668,0.0,1.0
hCoV-19/Singapore/2586/2021,B.1.617.2,B.1.617.2,0.80333334,0.037516665,0.047801416,0.19024998,0.0,1.0
hCoV-19/England/ALDP-1D22581/2021,AY.4,AY.4,0.96666664,0.02046666,0.019999554,0.07333332,0.0,1.0
hCoV-19/USA/CA-CDPH-3000030935/2021,B.1.526,B.1.526,0.81333333,0.05825,0.05376946,0.19024998,0.0,1.0
hCoV-19/England/NEWC-201BB47/2021,AY.4,AY.4,0.89,0.04786667,0.03480683,0.13024998,0.0,1.0
hCoV-19/England/ALDP-13AB441/2021,B.1.1.7,B.1.1.7,1.0,0.0,0.0,0.0,0.0,1.0
hCoV-19/Belgium/UZA-UA-CV2278304472/2021,B.1.617.2,B.1.617.2,0.54333335,0.05758332,0.049443208,0.19341666,0.0,1.0
hCoV-19/USA/KY-GD-SID-21052042079/2021,B.1.525,B.1.525,0.78333336,0.052950013,0.057513647,0.22683328,0.0,1.0
hCoV-19/England/PLYM-1F8ACDB/2021,AY.4.2,AY.4.2,1.0,0.07713333,0.18392904,0.64341664,0.055,0.945
hCoV-19/England/CAMC-13950DD/2021,B.1.1.7,B.1.1.7,0.91333336,0.019083321,0.019605769,0.07341665,0.0,1.0
hCoV-19/England/ALDP-1C5F8B0/2021,AY.4,AY.4,0.8566667,0.034466658,0.03841724,0.14333332,0.0,1.0
hCoV-19/USA/MA-CDCBI-CRSP_KT4QFOV3BXB5RKKD/2021,B.1.617.2,B.1.617.2,0.62333333,0.044449996,0.049963538,0.19349998,0.0,1.0
hCoV-19/Denmark/DCGC-164986/2021,AY.4,AY.4,0.8,0.05051667,0.059362423,0.23008329,0.0,1.0
hCoV-19/Germany/BY-RKI-I-231574/2021,B.1.617.2,B.1.617.2,0.55333334,0.08513332,0.083845206,0.30016667,0.0,1.0
hCoV-19/England/BRBR-2DC5C6A/2021,BA.1,BA.1,1.0,0.0031833306,0.0049586883,0.013416648,0.0,1.0
hCoV-19/England/NEWC-20D3C84/2021,AY.4,AY.4,0.72,0.034516674,0.04344265,0.17683333,0.0,1.0
hCoV-19/Wales/PHWC-4C2956/2021,B.1.1.7,B.1.1.7,0.46333334,0.051149994,0.054095183,0.197,0.0,1.0
hCoV-19/Scotland/QEUH-1E47646/2021,B.1.617.2,B.1.617.2,0.45,0.03166667,0.039550122,0.1566667,0.415,0.585
hCoV-19/Scotland/QEUH-12E7037/2021,B.1.1.7,B.1.1.7,1.0,3.33333e-05,0.0003316622,0.0,0.0,1.0
hCoV-19/USA/MA-CDCBI-CRSP_7XJR3HMTPQOOOFAL/2021,B.1.526,B.1.526,0.94,0.049466662,0.04695984,0.16341662,0.0,1.0
hCoV-19/USA/SD-SDPHL-0524/2021,B.1.617.2,B.1.617.2,0.68,0.05076666,0.059273377,0.22349995,0.0,1.0
hCoV-19/Aruba/AW-RIVM-46296/2021,B.1.617.2,B.1.617.2,0.99333334,0.004399996,0.0058949073,0.023333311,0.0,1.0
hCoV-19/Netherlands/GE-RIVM-15900/2021,B.1.1.7,B.1.1.7,1.0,0.00029999972,0.0009539383,0.0033333302,0.0,1.0
hCoV-19/Norway/6519/2021,B.1.525,B.1.525,0.88666666,0.05393333,0.064613715,0.22066665,0.0,1.0
hCoV-19/Singapore/2818/2021,B.1.617.2,B.1.617.2,0.88666666,0.032966662,0.037505183,0.13674998,0.0,1.0
hCoV-19/England/QEUH-12FC406/2021,B.1.1.7,B.1.1.7,0.53333336,0.05336668,0.057501603,0.21016666,0.0,1.0
hCoV-19/Canada/ABPHL-12603/2021,B.1.525,B.1.525,0.49666667,0.046083335,0.05726486,0.21700004,0.0,1.0
hCoV-19/England/ALDP-2038A0B/2021,B.1.617.2,AY.4.2,0.40333334,0.09838333,0.093043864,0.35016665,0.79,0.20999999999999996
hCoV-19/Turkey/HSGM-9227/2021,B.1.525,B.1.525,0.34,0.082716666,0.09008248,0.324,0.245,0.755
hCoV-19/India/ML-1727400000028/2021,B.1.617.1,B.1.617.1,0.35666665,0.05581666,0.046224568,0.17008333,0.0,1.0
hCoV-19/England/ALDP-1B00F8D/2021,AY.4,B.1.617.2,0.44666666,0.034399997,0.041719314,0.17366666,0.495,0.505
hCoV-19/Australia/NSW-ICPMR-6654/2021,B.1.617.2,B.1.617.2,0.99333334,0.005633329,0.007223723,0.026749969,0.0,1.0
hCoV-19/USA/NJ-CDC-LC0067202/2021,B.1.526,B.1.526,0.7866667,0.060200013,0.054300345,0.21341664,0.0,1.0
hCoV-19/England/ALDP-1F17DFE/2021,AY.4.2,AY.4,0.41333333,0.055316668,0.04649946,0.17366669,0.025,0.975
hCoV-19/England/MILK-102E555/2021,B.1.1.7,B.1.1.7,0.95666665,0.014766676,0.018130366,0.07349998,0.0,1.0
hCoV-19/England/PHEC-3J081J8A/2021,B.1.617.2,B.1.617.2,0.6333333,0.037550002,0.045697067,0.18358332,0.0,1.0
hCoV-19/England/PLYM-1F87BA4/2021,AY.4,AY.4,0.44333333,0.0469,0.057515755,0.22016665,0.61,0.39
hCoV-19/Scotland/CVR5788/2020,B.1.1.7,B.1.1.7,0.35333332,0.082216665,0.10039627,0.36724997,0.185,0.815
hCoV-19/SouthAfrica/CERI-KRISP-K032633/2021,BA.1,BA.1,0.97,0.027933367,0.021875275,0.0834167,0.0,1.0
hCoV-19/USA/NJ-CDC-IBX933892887050/2021,B.1.427,B.1.427,0.37333333,0.109749995,0.11016498,0.35008332,0.37,0.63
hCoV-19/England/ALDP-1F794C8/2021,AY.4,AY.4,0.60333335,0.062349983,0.041287713,0.15358335,0.0,1.0
hCoV-19/Italy/CAM-TIGEM-IZSM-COLLI-16325/2021,P.1,P.1,0.5,0.061433334,0.07187795,0.26375002,0.115,0.885
hCoV-19/England/PHWC-4CB744/2021,B.1.1.7,B.1.1.7,0.8433333,0.026466675,0.032856915,0.13008332,0.0,1.0
hCoV-19/Switzerland/BS-UHB-42965328/2021,AY.4,B.1.617.2,0.74,0.03733333,0.044402752,0.18674994,0.0,1.0
hCoV-19/England/ALDP-1D008AE/2021,AY.4,AY.4,0.75666666,0.052266665,0.05667647,0.21333331,0.0,1.0
hCoV-19/Scotland/QEUH-135FD7E/2021,B.1.1.7,B.1.1.7,1.0,0.0,0.0,0.0,0.0,1.0
hCoV-19/England/MILK-2058FF7/2021,AY.4,AY.4,0.67333335,0.0304,0.036823846,0.1434167,0.0,1.0
hCoV-19/USA/CA-CZB-32427/2021,B.1.429,B.1.429,0.46333334,0.056750003,0.06088417,0.23699999,0.005,0.995
hCoV-19/Brazil/RJ-FIOCRUZ-32593/2020,P.2,B.1.617.1,0.30333334,0.08091667,0.038089365,0.13366665,0.06,0.94
hCoV-19/England/MILK-155EF4A/2021,B.1.617.2,B.1.617.2,0.9166667,0.059866663,0.08300418,0.33349997,0.0,1.0
hCoV-19/Germany/NW-RKI-I-183034/2021,B.1.525,B.1.525,0.78333336,0.084833354,0.06508968,0.2639166,0.0,1.0
hCoV-19/USA/WA-UW-61881/2021,B.1.429,B.1.429,0.88,0.073699996,0.07952417,0.31366664,0.0,1.0
hCoV-19/England/NEWC-2025CA1/2021,AY.4,AY.4,0.5233333,0.08758335,0.06884035,0.25049996,0.015,0.985
hCoV-19/Chile/AP-76579/2021,C.37,C.37,1.0,1.666665e-05,0.00023511205,0.0,0.0,1.0
hCoV-19/Denmark/DCGC-169892/2021,AY.4,AY.4,0.51,0.061516665,0.06915199,0.27675,0.22,0.78
hCoV-19/England/ALDP-1091766/2021,B.1.1.7,B.1.1.7,1.0,0.0,0.0,0.0,0.0,1.0
hCoV-19/England/MILK-1E3F9A2/2021,B.1.617.2,AY.4,0.41666666,0.054700002,0.055640303,0.23008332,0.055,0.945
hCoV-19/England/CAMB-AB4DFB/2021,AY.4,AY.4,0.56,0.052366666,0.048509233,0.18383333,0.0,1.0
hCoV-19/SouthAfrica/NICD-N8410/2021,B.1.351,B.1.351,0.77,0.05618332,0.046372764,0.16050005,0.0,1.0
hCoV-19/Chile/AR-105391/2021,C.37,C.37,0.99666667,0.0045833294,0.0069233673,0.01999998,0.0,1.0
hCoV-19/England/PORT-1E7B89E/2020,B.1.1.7,B.1.1.7,0.46,0.11308334,0.13415463,0.48816666,0.065,0.935
hCoV-19/Colombia/VAC-INS-VG-3553/2021,B.1.621,B.1.621,0.78,0.07568332,0.080648616,0.32374996,0.0,1.0
hCoV-19/England/MILK-13086C4/2021,B.1.1.7,B.1.1.7,1.0,0.0,0.0,0.0,0.0,1.0
hCoV-19/Scotland/CAMC-130EC53/2021,B.1.1.7,B.1.1.7,1.0,0.0010166657,0.0029664296,0.0067499876,0.0,1.0
hCoV-19/England/HSLL-1E4009A/2021,B.1.617.2,AY.4,0.5466667,0.06854999,0.06222227,0.27008334,0.05,0.95
hCoV-19/England/ALDP-1CFA592/2021,AY.4.2,AY.4.2,1.0,0.0,0.0,0.0,0.0,1.0
hCoV-19/USA/PA-CDC-STM-000069489/2021,B.1.526,B.1.526,0.64666665,0.047466658,0.052629773,0.19666666,0.0,1.0
hCoV-19/USA/TX-CDC-QDX25088886/2021,B.1.429,B.1.429,0.87333333,0.037616666,0.038473655,0.14708334,0.0,1.0
hCoV-19/SouthAfrica/NHLS-UCT-GS-8304/2020,B.1.351,B.1.351,0.42666668,0.07605,0.08555492,0.3166667,0.0,1.0
hCoV-19/England/MILK-18B1EBE/2021,AY.4,AY.4,0.58,0.047633342,0.042908154,0.16666663,0.0,1.0
hCoV-19/Denmark/DCGC-126054/2021,B.1.617.2,AY.4,0.40333334,0.040416665,0.047482368,0.17333332,0.575,0.42500000000000004
hCoV-19/Australia/NSW-ICPMR-15702/2021,BA.1,BA.1,0.97,0.06116669,0.09437278,0.41033334,0.0,1.0
hCoV-19/Denmark/DCGC-172112/2021,B.1.617.2,B.1.617.2,0.85,0.061050024,0.042401124,0.16025001,0.0,1.0
hCoV-19/USA/NY-Wadsworth-21063505-01/2021,B.1.526,B.1.427,0.25666666,0.05541666,0.04041168,0.15016665,0.59,0.41000000000000003
hCoV-19/USA/IA-SHL-1844308/2021,B.1.617.2,AY.4,0.47,0.06486666,0.06528038,0.25674996,0.155,0.845
hCoV-19/USA/NJ-NYGC-S-JF-4340-PZZT481/2021,B.1.621,B.1.621,0.7866667,0.08300001,0.07598462,0.27024996,0.0,1.0
hCoV-19/England/NEWC-2026E22/2021,AY.4,AY.4,0.47333333,0.04685,0.048723638,0.1735833,0.025,0.975
hCoV-19/Switzerland/GE-32923278/2021,B.1.1.7,B.1.1.7,0.88,0.028349996,0.028952409,0.113333344,0.0,1.0
hCoV-19/England/PORT-1E736AB/2021,B.1.617.2,B.1.617.2,0.84,0.027233329,0.031764254,0.13,0.0,1.0
hCoV-19/Switzerland/TI-EOC-022_26183045/2021,B.1.617.2,BA.1,0.34333333,0.046716668,0.05631203,0.2035,0.18,0.8200000000000001
hCoV-19/England/ALDP-10B5DD3/2021,B.1.1.7,B.1.1.7,0.99333334,0.004483329,0.005748787,0.01999998,0.0,1.0
hCoV-19/USA/WA-PROV-1326/2021,B.1.429,B.1.617.1,0.22333333,0.045149997,0.055225495,0.22033334,0.44,0.56
hCoV-19/England/PHEC-3J041J15/2021,B.1.617.2,B.1.617.2,0.48,0.04666666,0.050073713,0.20358333,0.0,1.0
hCoV-19/Colombia/un-UNAL-6_SAMPLE_96/2021,B.1.621,B.1.621,0.63666666,0.09038332,0.09588052,0.357,0.005,0.995
hCoV-19/USA/CO-CDC-MMB08711773/2021,B.1.427,B.1.621,0.33,0.03146667,0.03806414,0.16,0.055,0.945
hCoV-19/England/PLYM-1C67AEC/2021,B.1.617.2,B.1.617.2,0.96666664,0.033533335,0.043583434,0.15375006,0.0,1.0
hCoV-19/Germany/RP-RKI-I-262039/2021,AY.4,B.1.617.2,0.27333334,0.03108333,0.036604792,0.13666666,0.39,0.61
hCoV-19/England/ALDP-1681226/2021,AY.4,AY.4,0.6533333,0.06905002,0.057217848,0.22691667,0.0,1.0
hCoV-19/England/NEWC-20C4327/2021,AY.4,AY.4,0.68666667,0.057749998,0.059966654,0.23666668,0.0,1.0
hCoV-19/Scotland/QEUH-20C9920/2021,AY.4,AY.4,0.63666666,0.057200003,0.062417023,0.26366663,0.005,0.995
hCoV-19/England/QEUH-1BD1FFE/2021,AY.4,AY.4,0.79333335,0.06284999,0.05013087,0.2100833,0.0,1.0
hCoV-19/England/NEWC-1EDF85C/2021,AY.4,AY.4,0.97333336,0.010483343,0.013429155,0.05008334,0.0,1.0
hCoV-19/England/MILK-C61924/2020,B.1.1.7,B.1.1.7,1.0,0.0001333332,0.0006531967,0.0033333302,0.0,1.0
hCoV-19/Israel/CVL-4938/2021,B.1.351,B.1.351,0.8566667,0.04870002,0.043235514,0.17674994,0.0,1.0
hCoV-19/England/MILK-165AD43/2021,B.1.617.2,B.1.621,0.27333334,0.09983335,0.061866127,0.22691666,0.935,0.06499999999999995
hCoV-19/England/NOTT-24FDEE/2021,B.1.1.7,B.1.1.7,0.99,0.0049833287,0.00610498,0.023333311,0.0,1.0
hCoV-19/Canada/AB-ABPHL-08652/2021,A.23.1,A.23.1,0.42333335,0.05006666,0.06095448,0.23691669,0.01,0.99
hCoV-19/England/PLYM-18B3B6A/2021,B.1.617.2,B.1.617.2,0.26333332,0.03685,0.046344843,0.18008333,0.455,0.5449999999999999
hCoV-19/Germany/BE-RKI-I-179775/2021,B.1.525,B.1.526,0.29666665,0.055616662,0.05824162,0.22349998,0.155,0.845
hCoV-19/USA/MA-CDCBI-CRSP_T7LJUPDSAK22PLQQ/2021,B.1.617.2,B.1.617.2,0.78,0.045316678,0.050999384,0.18349999,0.0,1.0
hCoV-19/England/NEWC-1ED9087/2021,B.1.617.2,AY.4,0.41,0.039283335,0.046331413,0.17999998,0.095,0.905
hCoV-19/England/PHEC-Z30AZF8E/2021,B.1.617.2,B.1.617.2,0.6566667,0.0402,0.048818443,0.18358332,0.0,1.0
hCoV-19/England/HSLL-1C6302A/2021,AY.4,AY.4,0.72,0.03748334,0.046497643,0.18016666,0.0,1.0
hCoV-19/USA/IA-SHL-1854999/2021,B.1.617.2,B.1.617.2,0.50333333,0.035949998,0.04463217,0.17016664,0.26,0.74
hCoV-19/Germany/HH-HPI-p4929/2021,B.1.1.7,B.1.1.7,0.46333334,0.05126666,0.05569844,0.21725002,0.0,1.0
hCoV-19/Australia/NSW-ICPMR-10555/2021,B.1.617.2,B.1.617.2,0.9,0.045583352,0.033887886,0.12674999,0.0,1.0
hCoV-19/England/MILK-198E068/2021,AY.4,AY.4,0.81,0.03583333,0.03811822,0.14350003,0.0,1.0
hCoV-19/USA/FL-CDC-LC0100170/2021,B.1.621,B.1.621,0.70666665,0.052349996,0.05905045,0.2434166,0.0,1.0
hCoV-19/Uganda/UG218/2021,A.23.1,A.23.1,0.81666666,0.06726666,0.06329099,0.227,0.0,1.0
hCoV-19/France/IDF-HMN-21042300529/2021,B.1.525,B.1.525,0.8666667,0.04325001,0.034343522,0.12691665,0.0,1.0
hCoV-19/England/PHWC-4D3907/2021,B.1.1.7,B.1.1.7,0.95,0.016716655,0.017997516,0.07000005,0.0,1.0
hCoV-19/England/ALDP-1091BA6/2021,B.1.1.7,B.1.1.7,1.0,0.0,0.0,0.0,0.0,1.0
hCoV-19/England/OXON-F58BCD/2021,B.1.1.7,B.1.1.7,1.0,8.333325e-05,0.00052041595,8.332729e-05,0.0,1.0
hCoV-19/Denmark/DCGC-176270/2021,B.1.617.2,AY.4,0.52,0.06281668,0.05261609,0.21033332,0.01,0.99
hCoV-19/England/QEUH-165DA2B/2021,AY.4,AY.4,0.9066667,0.03734999,0.045591418,0.18400002,0.0,1.0
hCoV-19/England/ALDP-1960AD7/2021,AY.4,AY.4.2,0.51,0.091149986,0.10030535,0.42024994,0.405,0.595
hCoV-19/Brazil/RS-FIOCRUZ-2061/2021,P.2,P.2,0.94666666,0.035716657,0.026709752,0.10674995,0.0,1.0
hCoV-19/USA/WA-UW-21041742962/2021,B.1.429,B.1.429,0.74333334,0.05373333,0.06408847,0.23024994,0.0,1.0
hCoV-19/England/PLYM-1F8A0A2/2021,B.1.617.2,B.1.617.2,0.39666668,0.033083335,0.03838793,0.14675,0.0,1.0
hCoV-19/England/NEWC-20D4315/2021,AY.4,AY.4,0.85,0.05253335,0.051209535,0.20024997,0.0,1.0
hCoV-19/USA/TN-CDC-ASC210038606/2021,B.1.525,B.1.525,0.98,0.010083342,0.012431589,0.05008334,0.0,1.0
hCoV-19/France/OCC-L52GN1811088/2021,B.1.525,B.1.525,0.58,0.12529999,0.14209636,0.4436666,0.005,0.995
hCoV-19/USA/MA-CDCBI-CRSP_UO466LZKOILP2NOB/2021,B.1.617.2,B.1.526,0.29333332,0.045983326,0.041989993,0.14999999,0.065,0.935
hCoV-19/Spain/GA-CHUVI-19121571/2020,B.1.1.7,B.1.1.7,0.9033333,0.023533354,0.02391968,0.08349997,0.0,1.0
hCoV-19/Spain/RI-IBV-99024330/2021,B.1.1.7,B.1.1.7,0.46333334,0.051999997,0.06544874,0.2373333,0.005,0.995
hCoV-19/Chile/RM-138308/2021,B.1.621,B.1.621,0.81,0.11276667,0.08459098,0.3433333,0.0,1.0
hCoV-19/USA/CA-CDC-QDX27211982/2021,B.1.621,B.1.621,0.98,0.011466673,0.01434512,0.05675,0.0,1.0
hCoV-19/Spain/MD-25467389/2021,B.1.621,B.1.621,0.9433333,0.017199995,0.020201072,0.0834167,0.0,1.0
hCoV-19/India/KA-NIMH-SEQ-387/2021,B.1.617.1,B.1.617.1,0.45,0.045733336,0.049020898,0.19008332,0.0,1.0
hCoV-19/Argentina/INEI104000/2021,C.37,C.37,1.0,0.0032333303,0.0045935907,0.01666665,0.0,1.0
hCoV-19/Brazil/SP-SJRP187/2021,P.2,P.2,0.22666667,0.06433334,0.058678027,0.22683331,0.87,0.13
hCoV-19/SouthAfrica/NICD-N22318/2021,BA.1,BA.1,1.0,4.999995e-05,0.00040517445,0.0,0.0,1.0
hCoV-19/Scotland/QEUH-1C567CB/2021,AY.4,AY.4,0.7266667,0.057300005,0.069685794,0.2535833,0.0,1.0
hCoV-19/Germany/RP-RKI-I-153253/2021,B.1.351,B.1.617.1,0.25333333,0.034066662,0.039823376,0.16341665,0.045,0.955
hCoV-19/Turkey/HSGM-G17712/2021,B.1.621,B.1.621,0.49,0.0641,0.07776191,0.30016664,0.08,0.92
hCoV-19/USA/IL-CDC-ASC210059727/2021,B.1.351,B.1.351,0.38333333,0.045416668,0.054436438,0.2003333,0.0,1.0
hCoV-19/USA/KS-KHEL-5853/2021,B.1.617.2,B.1.617.2,0.53333336,0.06295001,0.07206409,0.2700833,0.445,0.5549999999999999
hCoV-19/Denmark/DCGC-126717/2021,B.1.617.2,AY.4,0.41666666,0.06000001,0.051562864,0.19366667,0.225,0.775
hCoV-19/Denmark/DCGC-176233/2021,AY.4,AY.4,0.9,0.025616664,0.030111827,0.10683334,0.0,1.0
hCoV-19/Sweden/21-50893/2021,B.1.1.7,B.1.1.7,0.5233333,0.042783342,0.051006075,0.19674999,0.0,1.0
hCoV-19/England/OXON-F5C75C/2021,B.1.1.7,B.1.1.7,0.98,0.013333321,0.007671805,0.026666641,0.0,1.0
hCoV-19/Scotland/QEUH-18BA213/2021,AY.4,AY.4,0.55,0.0685,0.08584291,0.33674997,0.01,0.99
hCoV-19/Finland/1350/2021,B.1.1.7,B.1.1.7,0.83,0.036383323,0.045102693,0.17024994,0.0,1.0
hCoV-19/Luxembourg/LNS1607873/2021,B.1.351,B.1.351,0.40666667,0.048749994,0.060214594,0.22683331,0.005,0.995
hCoV-19/England/MILK-1AFF09E/2021,AY.4,AY.4,0.56333333,0.07041667,0.04969574,0.19033337,0.0,1.0
hCoV-19/USA/CA-CDC-FG-036249/2021,B.1.427,B.1.427,0.37,0.06208333,0.07477758,0.27724996,0.44,0.56
hCoV-19/USA/CA-CDPH-2000028777/2021,B.1.427,B.1.427,0.9266667,0.07961667,0.08615069,0.29741663,0.0,1.0
hCoV-19/England/CAMC-115F693/2021,B.1.1.7,B.1.1.7,0.92333335,0.024866672,0.026652727,0.09674996,0.0,1.0
hCoV-19/England/QEUH-135F8B9/2021,B.1.1.7,B.1.1.7,1.0,0.0,0.0,0.0,0.0,1.0
hCoV-19/England/MILK-12B6101/2021,B.1.1.7,B.1.1.7,1.0,0.0,0.0,0.0,0.0,1.0
hCoV-19/England/MILK-1CFB124/2021,AY.4,AY.4,0.91,0.03959999,0.04403806,0.15691668,0.0,1.0
hCoV-19/USA/CA-CDPH-2000046262/2021,B.1.429,B.1.429,0.26,0.037216667,0.045119934,0.18008333,0.1,0.9
hCoV-19/England/MILK-1251C52/2021,B.1.1.7,B.1.1.7,0.93666667,0.019916661,0.01660635,0.06008333,0.0,1.0
hCoV-19/England/NORT-1BE3B6E/2021,AY.4,B.1.617.2,0.72,0.03899999,0.044220407,0.17033333,0.0,1.0
hCoV-19/Canada/ABPHL-13215/2021,A.23.1,A.23.1,0.94,0.046383325,0.05916838,0.23691666,0.0,1.0
hCoV-19/Wales/PHWC-4AF70A/2020,B.1.1.7,B.1.1.7,0.97333336,0.01653336,0.015559925,0.06008333,0.0,1.0
hCoV-19/England/CAMC-139AEDE/2021,B.1.1.7,B.1.1.7,0.31333333,0.03891667,0.046976797,0.18683332,0.1,0.9
